date,election,CDU/CSU,SPD,GRÜNE,FDP,LINKE,AfD,BSW,FW,PIRATEN,Sonstige,n,period
2018-08-10,0,31,18,15,8,9,16,,,,3,1294,07.08.–09.08.
2018-08-31,0,31,18,14,8,8,17,,,,4,1216,28.08.–30.08.
2018-09-14,0,30,20,16,7,8,15,,,,4,1339,11.09.–13.09.
2018-09-28,0,28,17,17,8,10,16,,,,4,1260,25.09.–27.09.
2018-10-19,0,27,14,20,8,10,16,,,,5,1117,16.10.–18.10.
2018-11-09,0,27,14,22,9,9,14,,,,5,1200,06.11.–08.11.
2018-11-23,0,27,14,22,8,9,16,,,,4,1336,20.11.–22.11.
2018-12-14,0,30,15,19,7,9,15,,,,5,1268,11.12.–13.12.
2019-01-11,0,29,14,21,8,9,14,,,,5,1267,08.01.–10.01.
2019-01-25,0,31,14,20,8,9,13,,,,5,1285,22.01.–24.01.
2019-02-08,0,30,16,20,8,9,12,,,,5,1350,05.02.–07.02.
2019-02-22,0,31,15,20,7,9,13,,,,5,1266,19.02.–21.02.
2019-03-15,0,31,16,19,8,8,12,,,,6,1290,12.03.–14.03.
2019-03-28,0,30,15,19,9,9,13,,,,5,1325,25.03.–27.03.
2019-04-12,0,28,17,20,8,9,13,,,,5,1282,09.04.–11.04.
2019-05-10,0,30,16,20,7,8,14,,,,5,1357,07.05.–09.05.
2019-06-06,0,27,13,26,7,7,13,,,,7,1297,03.06.–05.06.
2019-06-21,0,27,14,26,7,7,13,,,,6,1291,17.06.–19.06.
2019-07-19,0,28,13,25,8,8,12,,,,6,1290,16.07.–18.07.
2019-08-09,0,28,13,25,7,7,13,,,,7,1307,06.08.–08.08.
2019-09-05,0,28,15,24,6,7,13,,,,7,1270,02.09.–04.09.
2019-09-27,0,27,13,27,6,7,14,,,,6,1325,24.09.–26.09.
2019-10-18,0,29,14,24,6,8,13,,,,6,1226,15.10.–17.10.
2019-11-08,0,27,14,22,7,10,14,,,,6,1264,05.11.–07.11.
2019-11-29,0,27,13,23,7,10,14,,,,6,1340,26.11.–28.11.
2019-12-13,0,27,13,23,8,9,14,,,,6,1366,10.12.–12.12.
2020-01-16,0,27,14,23,7,9,14,,,,6,1282,13.01.–15.01.
2020-02-07,0,27,14,22,6,10,14,,,,7,1067,04.02.–06.02.
2020-03-06,0,26,16,23,6,8,14,,,,7,1276,03.03.–05.03.
2020-03-27,0,33,15,22,6,8,10,,,,6,1473,23.03.–26.03.
2020-04-09,0,35,17,20,5,7,10,,,,6,1175,06.04.–08.04.
2020-04-24,0,39,16,18,5,7,9,,,,6,1323,20.04.–23.04.
2020-05-15,0,38,15,18,5,8,10,,,,6,1282,12.05.–14.05.
2020-05-29,0,39,15,19,4,8,9,,,,6,1377,26.05.–28.05.
2020-06-12,0,39,15,20,4,7,9,,,,6,1270,08.06.–10.06.
2020-06-26,0,40,15,19,5,7,9,,,,5,1227,23.06.–25.06.
2020-07-10,0,39,15,20,5,7,9,,,,5,1226,07.07.–09.07.
2020-07-31,0,38,14,21,5,8,9,,,,5,1249,28.07.–30.07.
2020-08-28,0,38,16,19,5,8,9,,,,5,1303,25.08.–27.08.
2020-09-17,0,37,17,19,5,7,10,,,,5,1241,14.09.–16.09.
2020-10-09,0,37,16,20,5,7,10,,,,5,1229,06.10.–08.10.
2020-10-23,0,38,15,20,5,8,9,,,,5,1297,20.10.–22.10.
2020-11-13,0,37,16,20,5,7,9,,,,6,1347,10.11.–12.11.
2020-11-27,0,37,16,21,5,7,9,,,,5,1330,24.11.–26.11.
2020-12-10,0,37,16,20,5,8,10,,,,4,1246,07.12.–09.12.
2021-01-15,0,37,15,20,5,8,10,,,,5,1262,12.01.–14.01.
2021-01-28,0,37,15,20,6,7,9,,,,6,1371,25.01.–27.01.
2021-02-26,0,35,16,19,7,7,10,,,,6,1202,23.02.–25.02.
2021-03-26,0,28,15,23,9,7,12,,,,6,1030,23.03.–25.03.
2021-04-16,0,31,14,21,9,7,11,,,,7,1292,13.04.–15.04.
2021-05-07,0,25,14,26,10,7,11,,,,7,1271,04.05.–06.05.
2021-05-21,0,24,14,25,11,7,11,,3,,5,1229,18.05.–20.05.
2021-06-10,0,28,15,22,10,7,11,,3,,4,1232,07.06.–09.06.
2021-06-25,0,29,14,22,10,7,10,,,,8,1271,22.06.–24.06.
2021-07-16,0,30,15,20,10,7,10,,,,8,1224,13.07.–15.07.
2021-07-30,0,28,16,21,10,7,11,,3,,4,1268,27.07.–29.07.
2021-08-13,0,26,19,19,11,7,11,,,,7,1252,10.08.–12.08.
2021-08-27,0,22,22,20,10,6,11,,3,,6,1300,24.08.–26.08.
2021-09-03,0,22,25,17,11,7,11,,,,7,1301,31.08.–02.09.
2021-09-10,0,22,25,17,11,6,11,,3,,5,1281,07.09.–09.09.
2021-09-17,0,22,25,16,11,6,11,,,,9,1406,14.09.–16.09.
2021-09-23,0,23,25,16.5,11,6,10,,3,,5.5,1273,22.09.–23.09.
2021-09-26,1,24.1,25.7,14.8,11.5,4.9,10.3,,2.4,,6.3,,
2021-10-01,0,20,28,16,13,5,10,,,,8,1249,28.09.–30.09.
2021-10-15,0,19,28,17,13,5,11,,,,7,1329,12.10.–14.10.
2021-10-29,0,20,27,16,14,5,11,,,,7,1208,26.10.–28.10.
2021-11-12,0,20,28,16,13,5,11,,,,7,1257,09.11.–11.11.
2021-11-26,0,19,28,17,13,5,11,,,,7,1344,23.11.–25.11.
2021-12-10,0,21,28,17,12,5,10,,,,7,1303,07.12.–09.12.
2022-01-14,0,22,27,16,11,6,10,,,,8,1128,11.01.–13.01.
2022-01-28,0,23,24,18,10,7,10,,,,8,1249,25.01.–27.01.
2022-02-11,0,25,25,16,9,6,11,,,,8,1224,08.02.–10.02.
2022-03-02,0,24,26,17,9,6,11,,,,7,1103,21.02.–23.02.
2022-03-11,0,24,27,18,9,5,10,,,,7,1345,08.03.–10.03.
2022-04-08,0,24,27,19,8,4,11,,,,7,1230,05.04.–07.04.
2022-04-29,0,23,25,21,9,4,11,,,,7,1170,26.04.–28.04.
2022-05-20,0,26,22,24,7,4,10,,,,7,1162,17.05.–19.05.
2022-06-17,0,26,22,25,6,5,10,,,,6,1133,13.06.–15.06.
2022-07-01,0,27,21,25,6,5,10,,,,6,1186,28.06.–30.06.
2022-07-15,0,26,21,25,6,5,11,,,,6,1167,12.07.–14.07.
2022-08-12,0,26,19,26,7,4,12,,,,6,1389,09.08.–11.08.
2022-09-09,0,28,19,23,6,5,13,,,,6,1299,06.09.–08.09.
2022-09-30,0,27,18,22,7,5,14,,,,7,1355,27.09.–29.09.
2022-10-21,0,28,19,21,6,5,15,,,,6,1389,18.10.–20.10.
2022-11-11,0,28,19,22,5,5,15,,,,6,1310,08.11.–10.11.
2022-11-25,0,28,19,22,5,6,14,,,,6,1273,22.11.–24.11.
2022-12-16,0,28,20,20,6,5,15,,,,6,1365,12.12.–15.12.
2023-01-13,0,27,20,21,6,6,14,,,,6,1259,10.01.–12.01.
2023-01-27,0,27,21,19,6,6,15,,,,6,1345,24.01.–26.01.
2023-02-17,0,30,20,19,5,5,14,,,,7,1361,14.02.–16.02.
2023-03-03,0,29,21,18,5,5,15,,,,7,1165,28.02.–02.03.
2023-03-17,0,29,21,19,5,5,14,,,,7,1146,14.03.–16.03.
2023-03-31,0,30,19,17,7,5,15,,,,7,1379,28.03.–30.03.
2023-04-21,0,31,18,18,6,4,15,,,,8,1266,18.04.–20.04.
2023-05-05,0,30,19,17,6,5,15,,,,8,1225,02.05.–04.05.
2023-05-26,0,28,20,16,6,5,17,,,,8,1257,23.05.–25.05.
2023-06-16,0,28,19,16,6,5,18,,,,8,1224,13.06.–15.06.
2023-06-30,0,28,18,16,6,5,19,,,,8,1379,27.06.–29.06.
2023-07-14,0,27,17,16,7,4,20,,,,9,1346,11.07.–13.07.
2023-08-18,0,26,19,15,7,5,20,,,,8,1288,15.08.–17.08.
2023-09-15,0,26,17,16,6,5,21,,3,,6,1201,12.09.–14.09.
2023-10-20,0,30,15,14,5,5,21,,3,,7,1252,17.10.–19.10.
2023-11-10,0,30,16,15,5,4,21,,3,,6,1234,07.11.–09.11.
2023-11-24,0,31,15,15,5,4,22,,,,8,1242,21.11.–23.11.
2023-12-15,0,32,14,14,5,4,22,,3,,6,1146,12.12.–14.12.
2024-01-12,0,31,13,14,4,4,22,4,4,,4,1337,09.01.–11.01.
2024-02-02,0,31,15,13,4,3,19,6,3,,6,1217,30.01.–01.02.
2024-02-23,0,30,15,14,4,4,19,5,,,9,1294,20.02.–22.02.
2024-03-08,0,30,15,15,4,3,18,5,3,,7,1260,05.03.–07.03.
2024-03-22,0,31,16,13,4,3,18,6,,,9,1296,19.03.–21.03.
2024-04-12,0,31,16,12,4,3,18,6,,,10,1254,09.04.–11.04.
2024-04-26,0,30,15,15,4,4,17,5,,,10,1228,23.04.–25.04.
2024-05-17,0,31,15,13,5,4,16,5,,,11,1247,14.05.–16.05.
2024-06-13,0,30,14,14,5,,16,7,,,14,1334,10.06.–12.06.
2024-06-28,0,31,14,13,4,3,17,7,,,11,1186,25.06.–27.06.
2024-07-12,0,32,14,13,4,3,17,7,,,10,1341,09.07.–11.07.
2024-08-15,0,32,14,13,4,3,16,8,,,10,1334,12.08.–14.08.
2024-09-06,0,33,15,11,4,4,17,7,,,9,1328,03.09.–05.09.
2024-09-27,0,31,16,12,4,4,17,8,,,8,1348,24.09.–26.09.
2024-10-18,0,31,16,11,3,4,18,8,,,9,1249,15.10.–17.10.
2024-11-08,0,33,16,12,3,4,18,6,,,8,1231,05.11.–07.11.
2024-11-22,0,32,16,12,3,4,18,5,,,10,1399,19.11.–21.11.
2024-12-06,0,33,15,14,4,3,17,5,,,9,1433,03.12.–05.12.
2024-12-20,0,31,15,14,3,4,19,5,,,9,1362,17.12.–19.12.
2025-01-10,0,30,14,15,4,4,21,4,,,8,1433,07.01.–09.01.
2025-01-24,0,30,15,14,4,5,21,3,,,8,1345,21.01.–23.01.
2025-01-30,0,29,15,14,4,5,21,4,,,8,1428,27.01.–29.01.
2025-02-07,0,30,15,15,4,6,20,4,,,6,1341,04.02.–06.02.
2025-02-14,0,30,16,14,4,7,20,4,,,5,1348,11.02.–13.02.
2025-02-20,0,28,16,14,4.5,8,21,4.5,,,4,1349,19.02.–20.02.
2025-02-23,1,28.5,16.4,11.6,4.3,8.8,20.8,4.98,1.5,,3,,
2025-03-07,0,28,15,13,4,10,21,3,,,6,1249,04.03.–06.03.
2025-03-21,0,27,16,12,4,10,22,3,,,6,1305,18.03.–20.03.
2025-04-11,0,26,15,12,4,10,24,3,,,6,1322,08.04.–10.04.
2025-05-02,0,27,15,11,4,10,23,3,,,7,1297,28.04.–30.04.
2025-05-23,0,26,16,12,4,10,23,3,,,6,1328,20.05.–22.05.
2025-06-06,0,27,15,12,3,11,23,3,,,6,1247,03.06.–05.06.
2025-06-27,0,29,15,12,3,10,22,3,,,6,1378,24.06.–26.06.
2025-07-25,0,27,15,11,3,11,24,3,,,6,1367,22.07.–24.07.
2025-08-14,0,27,15,12,3,11,23,3,,,6,1370,11.08.–13.08.
2025-09-05,0,27,15,11,3,10,25,3,,,6,1269,02.09.–04.09.
2025-09-19,0,26,15,10,3,11,26,3,,,6,1419,16.09.–18.09.
2025-10-02,0,27,15,11,3,11,25,,,,8,1300,29.09.–01.10.
2025-10-24,0,27,15,11,,10,25,,,,12,1272,21.10.–23.10.
2025-11-07,0,26,14,12,,10,26,,,,12,1322,04.11.–06.11.
2025-11-21,0,27,14,12,,9,27,,,,11,1207,18.11.–20.11.
2025-12-12,0,26,14,12,,11,25,,,,12,1295,09.12.–11.12.
2026-01-16,0,26,15,12,,10,25,,,,12,1245,13.01.–15.01.
2026-02-06,0,26,15,13,,10,24,,,,12,1289,03.02.–05.02.
2026-02-27,0,26,15,12,,11,24,,,,12,1262,24.02.–26.02.
2026-03-27,0,26,13,15,,10,26,,,,10,1206,24.03.–26.03.
2026-04-17,0,25,12,14,3,11,26,,,,9,1355,14.04.–16.04.
2026-05-08,0,25,12,13,3,11,27,,,,9,1240,05.05.–07.05.
2026-05-22,0,24,12,15,3,12,26,,,,8,1340,19.05.–21.05.
2026-06-05,0,25,12,14,3,11,27,,,,8,1247,01.06.–03.06.
2026-06-19,0,24,13,12,4,11,28,,,,8,1190,16.06.–18.06.
2026-07-17,0,23,12,14,4,13,27,,,,7,1284,14.07.–16.07.
2026-07-31,0,23,12,13,4,12,28,,,,8,1405,28.07.–30.07.
2026-08-20,0,22,12,14,4,12,27,,,,9,1319,17.08.–19.08.
