land,date,election,institut,auftraggeber,methode,befragte,zeitraum,CDU/CSU,SPD,GRÜNE,FDP,LINKE,AfD,BSW,FW,PIRATEN,SSW,NPD,BIW,Sonstige,weitere
brandenburg,2011-08-24,0,Infratest dimap,"RBB, Märkische Allgemeine",T,1003,18.08.–22.08.,22,35,11,3,22,,,,2,,,,5,
brandenburg,2011-12-13,0,Infratest dimap,"RBB, Märkische Allgemeine",T,1004,06.12.–11.12.,25,35,8,3,20,,,,4,,,,5,
brandenburg,2012-02-08,0,Emnid,DIE LINKE- Landesverband,T,1002,16.01.–25.01.,24,34,8,2,21,,,,7,,2,,2,
brandenburg,2012-03-07,0,Infratest Politikforschung,SPD- Landesverband,T,1001,13.02.–26.02.,23,38,7,2,21,,,,5,,,,4,
brandenburg,2012-03-21,0,Infratest dimap,"RBB, Märkische Allgemeine",T,1000,16.03.–20.03.,21,37,7,3,22,,,,6,,,,4,
brandenburg,2012-08-27,0,GMS,CDU- Landesverband,T,1006,21.08.–23.08.,24.5,35.1,7.5,3,20,,,,4.8,,,,3,NPD/DVU/ REP=2.1
brandenburg,2012-09-20,0,Infratest dimap,"RBB, Märkische Allgemeine",T,1000,17.09.–19.09.,23,39,7,2,22,,,,4,,,,3,
brandenburg,2013-01-02,0,Forsa,Märkische Allgemeine,T,758,17.12.–19.12.,22,36,7,3,24,,,,2,,,,6,
brandenburg,2013-02-26,0,Emnid,DIE LINKE- Landesverband,T,1000,21.01.–01.02.,23,36,8,3,22,,,,4,,2,,2,
brandenburg,2013-05-29,0,Infratest dimap,"RBB, Märkische Oderzeitung",T,100124052705,,27,35,9,2,21,,,,,,,,6,
brandenburg,2013-08-26,0,GMS,CDU- Landesverband,T,1006,12.08.–16.08.,27,35,10,3,20,,,,,,,,5,
brandenburg,2013-08-28,0,Infratest dimap,"RBB, Märkische Oderzeitung",T,100223082608,,30,33,6,3,20,3,,,,,,,5,
brandenburg,2013-12-04,0,Infratest dimap,"RBB, Märkische Oderzeitung",T,100028110212,,30,32,6,2,22,3,,,,,,,5,
brandenburg,2014-01-05,0,Forsa,Märkische Allgemeine,T,1001,11.12.–19.12.,23,34,5,4,25,4,,,,,,,5,
brandenburg,2014-03-14,0,Emnid,DIE LINKE- Landesverband,T,1002,24.02.–05.03.,24,32,6,3,25,5,,,2,,2,,,
brandenburg,2014-06-04,0,Infratest dimap,"RBB, Märkische Oderzeitung",T,1001,30.05.–02.06.,28,30,6,2,23,6,,,,,,,5,
brandenburg,2014-08-08,0,INSA,BILD,?,500,23.07.–01.08.,25,34,5,3,22,5,,,,,,,6,
brandenburg,2014-08-23,0,Forsa,Märkische Allgemeine,T,1002,11.08.–18.08.,23,34,6,3,22,6,,,,,,,6,
brandenburg,2014-08-27,0,Infratest dimap,"RBB, Märkische Oderzeitung",T,1001,22.08.–26.08.,27,33,5,2,21,6,,,,,,,6,
brandenburg,2014-09-04,0,Forschungsgruppe Wahlen,ZDF,T,1012,01.09.–03.09.,25,33,6,,21,8,,,,,,,7,
brandenburg,2014-09-04,0,Infratest dimap,"RBB, Märkische Oderzeitung",T,1003,02.09.–04.09.,24,31,6,2,22,9,,,,,,,6,
brandenburg,2014-09-11,0,Forschungsgruppe Wahlen,ZDF,T,1062,10.09.–11.09.,24,32.5,5.5,,20,9.5,,,,,,,8.5,
brandenburg,2014-09-14,1,,,,,,23,31.9,6.2,1.5,18.6,12.2,,2.7,1.5,,2.2,,,
brandenburg,2015-01-04,0,Forsa,Märkische Allgemeine,T,10011212,,22,34,8,,19,8,,,,,,,9,
brandenburg,2015-02-11,0,Infratest dimap,"RBB, Märkische Oderzeitung",T,1000,05.02.–08.02.,25,34,5,,19,10,,,,,,,7,
brandenburg,2015-09-19,0,Forsa,Märkische Allgemeine,T,1002,31.08.–14.09.,24,35,7,,20,7,,,,,,,7,
brandenburg,2015-11-18,0,Infratest dimap,"RBB, Märkische Oderzeitung",T,1000,12.11.–16.11.,23,33,6,,19,13,,,,,,,6,
brandenburg,2016-01-04,0,Forsa,Märkische Allgemeine,T,1002,09.12.–17.12.,21,36,6,,18,11,,,,,,,8,
brandenburg,2016-03-19,0,Forsa,Märkische Allgemeine,T,1003,14.03.–17.03.,19,31,7,3,16,19,,,,,,,5,
brandenburg,2016-05-25,0,Infratest dimap,"RBB, Märkische Oderzeitung",T,1002,19.05.–23.05.,23,29,6,,17,20,,,,,,,5,
brandenburg,2016-09-30,0,Forsa,Märkische Allgemeine,T,1001,20.09.–26.09.,17,30,6,4,17,20,,,,,,,6,
brandenburg,2016-11-30,0,Infratest dimap,"RBB, Märkische Oderzeitung",T,1000,24.11.–28.11.,25,30,6,,17,16,,,,,,,6,
brandenburg,2017-01-18,0,Forsa,Märkische Allgemeine,T,1003,09.01.–13.01.,21,30,7,4,15,18,,,,,,,5,
brandenburg,2017-06-21,0,Infratest dimap,RBB,T,1000,15.06.–19.06.,25,28,6,3,18,15,,,,,,,5,
brandenburg,2017-11-10,0,Forsa,Märkische Allgemeine,T,1002,07.11.–09.11.,22,25,6,5,18,18,,,,,,,6,
brandenburg,2017-11-14,0,Infratest dimap,RBB,T,1005,07.11.–11.11.,22,23,6,7,17,20,,,,,,,5,
brandenburg,2018-04-18,0,Infratest dimap,"RBB, Antenne Brandenburg",T,1000,11.04.–16.04.,23,23,7,4,17,22,,,,,,,4,
brandenburg,2018-08-17,0,INSA,BILD,TOM,1048,10.08.–17.08.,18,23,8,5,18,21,,4,,,,,3,
brandenburg,2018-09-19,0,Infratest dimap,"RBB, Antenne Brandenburg",T,1000,12.09.–17.09.,21,23,7,5,17,23,,,,,,,4,
brandenburg,2019-01-01,0,Forsa,Märkische Allgemeine,T,1005,17.12.–20.12.,19,20,12,5,17,20,,,,,,,7,
brandenburg,2019-01-10,0,pmg – policy matters,SPD-LV,T,1006,19.11.–06.12.,21,23,10,3,18,21,,,,,,,4,
brandenburg,2019-02-07,0,INSA,BILD,TOM,1006,28.01.–04.02.,21,21,10,5,17,19,,4,,,,,3,
brandenburg,2019-04-09,0,Infratest dimap,"RBB, Antenne Brandenburg",T,1000,02.04.–06.04.,20,22,12,5,16,19,,,,,,,6,
brandenburg,2019-05-30,0,INSA,BILD,TOM,1011,13.05.–28.05.,20,19,12,5,18,20,,3,,,,,3,
brandenburg,2019-06-11,0,Infratest dimap,RBB,T,1000,03.06.–06.06.,17,18,17,5,14,21,,4,,,,,4,
brandenburg,2019-07-02,0,INSA,BILD,TOM,1001,24.06.–01.07.,18,19,16,6,16,19,,3,,,,,3,
brandenburg,2019-08-09,0,Forsa,Märkische Allgemeine,T,1009,25.07.–05.08.,18,17,16,5,14,21,,4,,,,,5,
brandenburg,2019-08-22,0,Infratest dimap,ARD,T,1002,19.08.–21.08.,18,22,12,5,15,22,,4,,,,,2,
brandenburg,2019-08-23,0,Forschungsgruppe Wahlen,ZDF,T,1112,19.08.–22.08.,18,21,14,5,14,20,,4,,,,,4,
brandenburg,2019-08-27,0,INSA,BILD,TOM,1019,19.08.–26.08.,17,21,14,5,15,21,,5,,,,,2,
brandenburg,2019-08-29,0,Forschungsgruppe Wahlen,ZDF,T,1653,26.08.–29.08.,16.5,22,14.5,5,14,21,,4,,,,,3,
brandenburg,2019-09-01,1,,,,,,15.6,26.2,10.8,4.1,10.7,23.5,,5,,,,,4.1,
brandenburg,2019-11-19,0,Infratest dimap,RBB,T,1000,11.11.–16.11.,14,25,12,5,12,22,,5,,,,,5,
brandenburg,2020-02-26,0,Forsa,Märkische Allgemeine,T,1001,20.02.–25.02.,14,22,15,3,15,18,,7,,,,,6,
brandenburg,2020-04-07,0,Infratest dimap,RBB,T,1000,31.03.–04.04.,19,27,12,4,11,20,,3,,,,,4,
brandenburg,2020-10-08,0,INSA,BILD,TOM,1043,29.09.–06.10.,17,21,16,4,13,20,,5,,,,,4,
brandenburg,2020-11-19,0,Infratest dimap,RBB,T,1002,12.11.–17.11.,20,26,12,5,11,19,,3,,,,,4,
brandenburg,2020-12-20,0,Forsa,Märkische Allgemeine,T,1001,10.12.–15.12.,20,23,15,4,12,16,,6,,,,,4,
brandenburg,2021-05-18,0,Infratest dimap,RBB,TOM,1183,12.05.–15.05.,16,23,16,7,11,18,,4,,,,,5,
brandenburg,2021-09-01,0,Infratest dimap,RBB,TOM,1157,25.08.–30.08.,13,34,8,7,9,17,,7,,,,,5,
brandenburg,2021-12-20,0,-->Forsa-->,Märkische Allgemeine,T,1008,09.12.–17.12.,14,28,11,6,11,17,,8,,,,,5,
brandenburg,2021-12-20,0,Forsa,Märkische Allgemeine,T,1008,09.12.–17.12.,14,28,11,6,11,17,,8,,,,,5,
brandenburg,2022-04-27,0,Infratest dimap,RBB,TOM,1182,21.04.–24.04.,18,30,10,6,7,19,,4,,,,,3,TSP=3
brandenburg,2022-09-28,0,Infratest dimap,RBB,TOM,1165,22.09.–26.09.,18,24,11,4,9,24,,4,,,,,6,
brandenburg,2022-10-11,0,INSA,BILD,O,1000,04.10.–10.10.,17,22,11,4,10,25,,5,,,,,6,
brandenburg,2022-12-28,0,pmg – policy matters,SPD-LV,TOM,1011,28.11.–15.12.,17,27,7,6,9,23,,5,,,,,6,
brandenburg,2023-04-05,0,INSA,Nordkurier,O,1000,27.03.–04.04.,19,21,10,4,10,25,,5,,,,,6,
brandenburg,2023-04-26,0,Infratest dimap,RBB,TOM,1200,19.04.–24.04.,23,22,9,5,7,23,,5,,,,,6,
brandenburg,2023-06-09,0,IFM,DIE LINKE LV,TOM,1000,22.05.–01.06.,17,24,10,4,12,24,,8,,,,,2,
brandenburg,2023-07-04,0,INSA,BILD,O,1000,26.06.–03.07.,18,21,9,3,10,28,,5,,,,,6,
brandenburg,2023-09-13,0,Infratest dimap,RBB,TOM,1160,08.09.–11.09.,18,20,8,4,8,32,,6,,,,,4,
brandenburg,2023-11-29,0,INSA,BILD,O,1000,13.11.–22.11.,18,20,8,3,6,27,11,3,,,,,4,
brandenburg,2024-01-11,0,Forsa,"RTL, n-tv",O,1007,06.01.–10.01.,16,22,7,3,6,32,4,5,,,,,5,
brandenburg,2024-01-17,0,INSA,"MAZ, MOZ, LR",O,1000,08.01.–15.01.,18,17,8,3,6,28,13,4,,,,,2,Plus BB=1
brandenburg,2024-04-03,0,INSA,CDU LV,O,1000,14.03.–22.03.,19,19,8,3,7,25,12,4,,,,,3,
brandenburg,2024-04-10,0,Infratest dimap,RBB,TOM,1161,04.04.–08.04.,18,22,8,,6,26,10,3,,,,,7,
brandenburg,2024-05-24,0,INSA,"MAZ, MOZ, LR",O,1000,13.05.–21.05.,19,19,7,3,6,25,13,5,,,,,3,
brandenburg,2024-07-11,0,Infratest dimap,RBB,TOM,1153,04.07.–09.07.,19,19,7,3,4,23,16,3,,,,,6,
brandenburg,2024-07-16,0,INSA,BILD,O,1000,08.07.–15.07.,18,19,7,3,5,24,17,4,,,,,3,
brandenburg,2024-08-06,0,INSA,Nordkurier,O,1000,29.07.–05.08.,19,20,5,2,5,24,17,4,,,,,4,
brandenburg,2024-09-05,0,Infratest dimap,RBB,TOM,1207,03.09.–04.09.,18,23,5,,4,27,15,3,,,,,5,
brandenburg,2024-09-12,0,Infratest dimap,ARD,TOM,1513,09.09.–11.09.,16,26,4.5,,4,27,13,4.5,,,,,5,
brandenburg,2024-09-13,0,Forschungsgruppe Wahlen,ZDF,TSM,1060,10.09.–12.09.,15,26,5,,3,29,14,3,,,,,5,
brandenburg,2024-09-17,0,INSA,"MAZ, MOZ, LR",O,1000,09.09.–16.09.,16,25,4,2,3,28,14,4,,,,,4,
brandenburg,2024-09-19,0,Forschungsgruppe Wahlen,ZDF,TSM,1118,18.09.–19.09.,14,27,4.5,,4,28,13,3.5,,,,,6,
brandenburg,2024-09-22,1,,,,,,12.1,30.9,4.1,0.8,3,29.2,13.5,2.6,,,,,3.8,
brandenburg,2024-12-10,0,Infratest dimap,"RBB, Antenne Brandenburg",TOM,1183,04.12.–07.12.,15,28,5,,4,30,12,,,,,,6,
brandenburg,2025-01-28,0,INSA,"MAZ, MOZ, LR",O,1000,20.01.–27.01.,17,25,3,2,5,29,13,2,,,,,4,
brandenburg,2025-06-25,0,Infratest dimap,RBB,TOM,1185,19.06.–23.06.,14,23,5,,9,32,9,,,,,,8,
brandenburg,2025-09-18,0,INSA,"MAZ, MOZ, LR",O,1000,09.09.–16.09.,13,24,4,2,9,34,9,2,,,,,3,
brandenburg,2025-12-10,0,Infratest dimap,RBB,TOM,1184,03.12.–08.12.,14,22,5,,9,35,7,,,,,,8,
brandenburg,2026-01-15,0,INSA,Nordkurier,O,1000,09.01.–14.01.,13,25,5,,8,34,8,,,,,,7,
brandenburg,2026-03-20,0,INSA,"MAZ, MOZ, LR",O,1000,11.03.–18.03.,14,24,5,,7,34,8,,,,,,8,
brandenburg,2026-06-24,0,Infratest dimap,RBB,TOM,1159,18.06.–22.06.,12,22,6,,12,37,4,,,,,,7,
bremen,1999-05-28,0,Uni Bremen,ZDF,T,1100,03.05.–20.05.,32.5,46.5,9.5,3,,,,,,,,,5.5,DVU=3
bremen,1999-06-06,1,,,,,,37.1,42.6,8.9,2.5,,,,,,,,,3,DVU=3
bremen,2003-04-16,0,Infratest,SPD,T,,,35,42,13,4,,,,,,,,,6,
bremen,2003-05-03,0,Infratest dimap,FOCUS Quelle,T,1000,25.04.–28.04.,34,42.5,13,4.5,2,,,,,,,,4,
bremen,2003-05-06,0,Forsa,"Stern, RTL",T,1194,24.04.–30.04.,38,37,14,4,,,,,,,,,7,
bremen,2003-05-09,0,Forschungsgruppe Wahlen,ZDF,T,1003,05.05.–08.05.,36,38,14,5,,,,,,,,,7,
bremen,2003-05-16,0,Infratest dimap,ARD,T,1000,13.05.–15.05.,36,38,12,5,2,,,,,,,,3,DVU=2;Schill=2
bremen,2005-04-01,0,Emnid,GRÜNE,T,1400,14.02.–22.02.,28,38,16,6,4,,,,,,,,5,DVU=3
bremen,2007-04-26,0,Infratest dimap,ARD,T,1000,23.04.–25.04.,26,42,14.5,5,,,,,,,,,5,DVU=2
bremen,2007-05-04,0,Forschungsgruppe Wahlen,ZDF,T,1036,30.04.–03.05.,28,40,14,6,,,,,,,,,3.5,DVU=4
bremen,2007-05-13,1,,,,,,25.6,36.7,16.5,6,8.4,,,,,,,,3.1,DVU=2.7;BIW=0.8
bremen,2010-03-30,0,Emnid,GRÜNE-Bürg.- Fraktion,T,1000,12.02.–17.02.,25,35,17,5,11,,,,2,,,,2,Rechte=3
bremen,2010-12-22,0,Konkret Marktforschung,BILD,O,500,17.12.–19.12.,22.8,33.4,19.4,3.3,8.5,,,,,,,,7.1,BIW=5.5
bremen,2011-02-19,0,Forsa,Weser-Kurier,T,13080102,,23,38,22,4,7,,,,,,,,6,
bremen,2011-04-30,0,Emnid,FOCUS,T,1004,20.04.–28.04.,22,37,24,4,7,,,,,,,,6,
bremen,2011-05-12,0,Infratest dimap,ARD,T,1001,10.05.–12.05.,20,36,24,3,7,,,,,,,,7,BIW=3
bremen,2011-05-13,0,Forschungsgruppe Wahlen,ZDF,T,1037,10.05.–12.05.,19,37,24,4,6,,,,,,3,,7,
bremen,2011-05-22,1,,,,,,20.4,38.6,22.5,2.4,5.6,,,,,,,3.7,6.9,
bremen,2014-02-14,0,Emnid,GRÜNE,T,1401,15.01.–25.01.,21,37,17,3,9,5,,,3,,,,2,Rechte=3
bremen,2014-06-26,0,FGW Telefonfeld*,CDU-LV,T,1002,31.03.–09.04.,28,40,16,,8,3,,,,,,,5,
bremen,2015-04-18,0,Infratest dimap,Weser-Kurier,T,1001,10.04.–14.04.,23,38,16,5,6,5,,,,,,3,4,
bremen,2015-04-23,0,INSA,BILD,T,500,16.04.–20.04,25,37,12,6,9,5,,,,,,3,3,
bremen,2015-04-30,0,Forschungsgruppe Wahlen,ZDF,T,1013,27.04.–29.04,23,37,15,5,9,5,,,,,,3,3,
bremen,2015-04-30,0,Infratest dimap,ARD,T,1001,28.04.–29.04.,22,37,16,6,8,5,,,,,,3,3,
bremen,2015-05-07,0,Forschungsgruppe Wahlen,ZDF,T,1000,06.05.–07.05,23,36,15,6.5,8.5,5,,,,,,3,3,
bremen,2015-05-10,1,,,,,,22.4,32.8,15.1,6.6,9.5,5.5,,,,,,3.2,4.8,
bremen,2016-05-10,0,Infratest dimap,Weser-Kurier,T,1000,26.04.–02.05.,22,29,16,7,10,11,,,,,,,5,
bremen,2017-01-19,0,Infratest dimap,Radio Bremen,T,1003,09.01.–14.01.,24,29,13,8,11,11,,,,,,,4,
bremen,2018-05-01,0,Infratest dimap,Weser-Kurier,T,1002,13.04.–18.04.,24,26,14,7,15,9,,,,,,,5,
bremen,2018-05-28,0,INSA,BILD,T,1003,14.05.–18.05.,24,22,14,9,17,10,,,,,,,4,
bremen,2018-08-03,0,pollytix,SPD-Landes- organisation,T,1000,22.06.–02.07.,24,28,14,10,14,8,,,,,,,2,
bremen,2018-09-10,0,FGW Telefonfeld*,CDU-LV,T,1015,20.08.–23.08.,26,26,20,7,12,6,,,,,,,3,
bremen,2019-02-07,0,Infratest dimap,Weser-Kurier,T,1000,24.01.–30.01.,25,24,18,6,13,8,,,,,,,6,
bremen,2019-04-02,0,INSA,BILD,T,1000,22.03.–01.04.,25,25,19,7,11,7,,,,,,2,4,
bremen,2019-05-07,0,Infratest dimap,Radio Bremen,T,1000,25.04.–02.05.,26,25,18,6,12,8,,,,,,,5,
bremen,2019-05-16,0,Forschungsgruppe Wahlen,ZDF,T,1021,13.05.–15.05.,26,24.5,18,5.5,12,8,,,,,,3,3,
bremen,2019-05-16,0,Infratest dimap,ARD,T,1007,13.05.–15.05.,27,24,18,5,12,6,,,,,,3,5,
bremen,2019-05-21,0,INSA,BILD,T,1000,15.05.–20.05.,28,23,18,6,11,6,,,,,,2,6,
bremen,2019-05-23,0,Forschungsgruppe Wahlen,ZDF,T,1664,20.05.–23.05.,26,24.5,18,5,12,7,,,,,,3,4.5,
bremen,2019-05-26,1,,,,,,26.7,24.9,17.4,5.9,11.3,6.1,,,,,,2.4,5.2,
bremen,2022-05-18,0,Infratest dimap,Weser-Kurier,TOM,1145,11.05.–16.05.,22,30,21,6,8,6,,,,,,,7,
bremen,2023-03-01,0,Infratest dimap,Weser-Kurier,TOM,1179,22.02.–27.02.,27,28,19,4,8,7,,,,,,,7,
bremen,2023-04-20,0,Infratest dimap,Radio Bremen Nordsee-Zeitung,TOM,1155,13.04.–17.04.,28,31,17,6,7,,,,,,,6,5,
bremen,2023-04-29,0,INSA,BIW,TOM,500,21.04.–28.04.,30,30,15,7,6,,,,,,,7,5,
bremen,2023-05-04,0,Infratest dimap,ARD,TOM,1450,01.05.–03.05.,27,30,13,6,10,,,,,,,9,5,
bremen,2023-05-05,0,Forschungsgruppe Wahlen,ZDF,T,1024,27.04.–04.05.,27,30,13,6,9,,,,,,,9,6,
bremen,2023-05-09,0,INSA,BILD,TOM,1000,02.05.–08.05.,28,30,12,6,9,,,,,,,8,7,
bremen,2023-05-11,0,Forschungsgruppe Wahlen,ZDF,T,1088,10.05.–11.05.,26,29,13,6,11,,,,,,,10,5,
bremen,2023-05-14,1,,,,,,26.2,29.8,11.9,5.1,10.9,,,,,,,9.4,6.7,
bremen,2025-04-28,0,Infratest dimap,Radio Bremen,TOM,1128,22.04.–24.04.,22,25,14,,13,15,,,,,,3,8,
bremen,2026-03-19,0,Infratest dimap,Weser-Kurier,TOM,1147,12.03.–17.03.,24,22,15,,13,15,3,,,,,,8,
bremen,2026-08-19,0,INSA,INSA (INSA-Abo),O,1000,28.07.–04.08.,21,20,15,4,14,17,3,,,,,3,3,
hamburg,1997-02-22,0,Psephos,,T,1001002,,30,37,18,5,,,,,,,,,4,DVU+REP=5;STATT=1
hamburg,1997-09-21,1,,,,,,30.7,36.2,13.9,3.5,,,,,,,,,5,DVU=4.976;STATT=3.8;REP=1.8
hamburg,1999-09-11,0,Infratest dimap,,T,1000,07.09.–09.09.,42,37,9,3,,,,,,,,,4,Rechte=5
hamburg,1999-11-11,0,Psephos,,T,1001,04.11.–09.11.,44,35,11,4,,,,,,,,,5,STATT=1
hamburg,2000-05-27,0,Psephos,,T,1004,24.05.–25.05.,33,38,11,6,,,,,,,,,4,STATT=2;Rechte=3;Offensive (Ex-Schill)=3
hamburg,2000-12-01,0,Infratest dimap,,T,1000,27.11.–29.11.,30,37,12,5,,,,,,,,,7,Rechte=3;Offensive (Ex-Schill)=6
hamburg,2001-02-06,0,Psephos,,T,1007,01.02.–02.02.,32,36,13,3,,,,,,,,,4,Rechte=2;STATT=1;Offensive (Ex-Schill)=9
hamburg,2001-03-30,0,Forsa,,T,1002203203,,31,36,13,4,1,,,,,,,,4,Regenbogen=2;STATT=1;Offensive (Ex-Schill)=8
hamburg,2001-05-11,0,Forsa,,T,1008,02.05.–07.05.,33,34,12,5,,,,,,,,,6,Regenbogen=1;STATT=1;Offensive (Ex-Schill)=8
hamburg,2001-06-14,0,Infratest dimap,,T,1002,05.06.–10.06.,31,35,11,6,,,,,,,,,5,Offensive (Ex-Schill)=9
hamburg,2001-07-05,0,Forsa,,T,1050,26.06.–02.07.,31,37,9,5,3,,,,,,,,6,Offensive (Ex-Schill)=9
hamburg,2001-07-12,0,Infratest dimap,,T,,,29,35,11,8,,,,,,,,,2,Regenbogen=1;Rechte=3;Offensive (Ex-Schill)=10
hamburg,2001-08-16,0,Infratest dimap,,T,1000,06.08.–11.08.,30,35,10,7,,,,,,,,,3,Regenbogen=1;Rechte=2;Offensive (Ex-Schill)=12
hamburg,2001-08-29,0,Forsa,,T,1007,22.08.–27.08.,28,34,10,5,,,,,,,,,2,Regenbogen=3;DVU=3;Offensive (Ex-Schill)=15
hamburg,2001-09-06,0,Infratest dimap,,T,1000,27.08.–02.09.,28,35,10,7,,,,,,,,,2,Regenbogen=2;Rechte=2;Offensive (Ex-Schill)=14
hamburg,2001-09-08,0,Forschungsgruppe Wahlen,,T,,,27,36,12,7,,,,,,,,,2,Regenbogen=2;Offensive (Ex-Schill)=14
hamburg,2001-09-12,0,Emnid,,T,,,30,34,10,6,,,,,,,,,6,Offensive (Ex-Schill)=14
hamburg,2001-09-13,0,Infratest dimap,,T,,03.09.–08.09.,28,35,9,5,,,,,,,,,1,Regenbogen=2;REP=2;DVU=2;Offensive (Ex-Schill)=16
hamburg,2001-09-20,0,Forsa,,T,1041,13.09.–17.09.,28,36,11,5,,,,,,,,,2,Regenbogen=3;DVU=1;Offensive (Ex-Schill)=14
hamburg,2001-09-23,1,,,,,,26.2,36.5,8.6,5.1,,,,,,,,,1.8,Regenbogen=1.7;DVU=0.7;Offensive (Ex-Schill)=19.4
hamburg,2002-01-25,0,Forsa,,T,1001,22.01.–23.01.,31,35,10,4,,,,,,,,,5,Offensive (Ex-Schill)=15
hamburg,2002-02-02,0,Psephos,,T,100300,,32,36,9,5,,,,,,,,,4,Offensive (Ex-Schill)=14
hamburg,2002-02-07,0,Emnid,,T,,,32,37,9,6,,,,,,,,,4,Offensive (Ex-Schill)=12
hamburg,2002-09-09,0,Emnid,,T,1008,02.09.–04.09.,32,40,11,4,,,,,,,,,3,Offensive (Ex-Schill)=10
hamburg,2002-10-25,0,Psephos,,T,1003,,34,36,13,5,,,,,,,,,4,Offensive (Ex-Schill)=8
hamburg,2003-02-09,0,Emnid,,T,1000,04.02.–05.02.,42,26,13,5,,,,,,,,,2,Offensive (Ex-Schill)=12
hamburg,2003-08-21,0,Emnid,,T,10022008,,38,35,13,5,,,,,,,,,3,Offensive (Ex-Schill)=6
hamburg,2003-08-23,0,NFO Infratest,,T,1000,20.08.–21.08,40,37,11,4,,,,,,,,,3,Offensive (Ex-Schill)=5
hamburg,2003-08-23,0,Psephos,,T,731,,40,36,10,5,,,,,,,,,3,Offensive (Ex-Schill)=6
hamburg,2003-09-11,0,Infratest dimap,,T,1000,05.09.–09.09,39,36,13,4,,,,,,,,,3,Offensive (Ex-Schill)=5
hamburg,2003-10-10,0,Psephos,,T,,,39,37,10,4,,,,,,,,,4,Offensive (Ex-Schill)=6
hamburg,2003-12-05,0,Emnid,,T,1000,02.12.–03.12.,41,35,13,3,,,,,,,,,3,Offensive (Ex-Schill)=5
hamburg,2003-12-09,0,Infratest dimap,,T,1000,08.12.–09.12.,40,35,13,4,,,,,,,,,3,Offensive (Ex-Schill)=5
hamburg,2003-12-11,0,Psephos,,808 09.12.–10.12.,,,41,36,11,3,,,,,,,,,4,Offensive (Ex-Schill)=5
hamburg,2003-12-12,0,Emnid,,T,10001012,,43,37,12,4,,,,,,,,,2,Offensive (Ex-Schill)=2
hamburg,2003-12-15,0,Infratest,,T,1000,10.12.–11.12.,43,33,12,4,,,,,,,,,4,Offensive (Ex-Schill)=4
hamburg,2003-12-17,0,Forsa,,T,,,46,31,13,4,,,,,,,,,3,Offensive (Ex-Schill)=3
hamburg,2004-01-09,0,Psephos,,T,1002,,47,30,11,2,,,,,,,,,4,Offensive (Ex-Schill)=2;Pro DM Schill=4
hamburg,2004-01-14,0,Infratest dimap,,T,1000,08.01.–12.01.,45,30,13,4,,,,,,,,,3,Offensive (Ex-Schill)=1;Pro DM Schill=4
hamburg,2004-02-02,0,Emnid,,T,10002901,,46,31,12,4,,,,,,,,,3,Offensive (Ex-Schill)=2;Pro DM Schill=2
hamburg,2004-02-03,0,Forsa,,1001 20.01.–24.01.,,,48,28,13,4,,,,,,,,,3,Offensive (Ex-Schill)=1;Pro DM Schill=3
hamburg,2004-02-04,0,Infratest dimap,,T,1000,28.01.–01.02.,45,30,15,3,,,,,,,,,3,Offensive (Ex-Schill)=1;Pro DM Schill=3
hamburg,2004-02-10,0,Forsa,,804 06.02.–09.02.,,,46,29,14,4,,,,,,,,,3,Offensive (Ex-Schill)=1;Pro DM Schill=3
hamburg,2004-02-17,0,Forsa,,T,1002,10.02.–14.02.,45,30,14,4,,,,,,,,,3,Offensive (Ex-Schill)=1;Pro DM Schill=3
hamburg,2004-02-18,0,Infratest dimap,,T,1000,12.02.–16.02.,45,29,14,4,,,,,,,,,3,Offensive (Ex-Schill)=1;Pro DM Schill=4
hamburg,2004-02-20,0,Forschungsgruppe Wahlen,,T,1008,16.02.–19.02.,47,29,13,4,,,,,,,,,4,Pro DM Schill=3
hamburg,2004-02-24,0,Psephos,,T,1003,19.02.–22.02.,46,30,12,3.5,,,,,,,,,4,Offensive (Ex-Schill)=1;Pro DM Schill=3.5
hamburg,2004-02-25,0,Emnid,,T,10002402,,46,30,13,3,,,,,,,,,4,Offensive (Ex-Schill)=1;Pro DM Schill=3
hamburg,2004-02-25,0,Forsa,,T,1005,18.02.–23.02.,45,29,14,4,,,,,,,,,1.5,Regenbogen=2.5;Offensive (Ex-Schill)=1;Pro DM Schill=3
hamburg,2004-02-27,0,Forsa,,T,1009,20.02.–26.02.,44,30,14,4,,,,,,,,,3,Offensive (Ex-Schill)=1;Pro DM Schill=4
hamburg,2004-02-29,1,,,,,,47.2,30.5,12.3,2.8,,,,,,,,,2.5,Regenbogen=1.1;Offensive (Ex-Schill)=0.4;Pro DM Schill=3.1
hamburg,2004-06-25,0,Psephos,,T,1007,18.06.–22.06.,50,25,16,4,,,,,,,,,4.5,Pro DM Schill=0.5
hamburg,2004-06-25,0,Psephos,Hamburger Abendblatt,T,1007,18.06.–22.06.,50,25,16,4,,,,,,,,,5,
hamburg,2004-08-12,0,Emnid,BILD,T;,,,48,25,17,3,,,,,,,,,7,
hamburg,2004-10-26,0,Psephos,Hamburger Abendblatt,T,1001,21.10.–23.10.,48,28,14,4,,,,,,,,,6,
hamburg,2005-02-25,0,Psephos,Hamburger Abendblatt,T,1005,21.02.–24.02.,48,29,14,3,,,,,,,,,6,
hamburg,2005-04-27,0,Psephos,Hamburger Abendblatt,T,1002,21.04.–24.04.,46,29,14,4,,,,,,,,,7,
